rowid,lujvo,lujvo_parsed,lujvo_for_split,lujvo_sequence,lujvo_len
5234,jecyga'ibaigau,jec-ga'i-bai-gau,gau,3,4
5235,jecyselxaizei,jec-sel-xai-zei,jec,0,4
5236,jecyselxaizei,jec-sel-xai-zei,sel,1,4
5237,jecyselxaizei,jec-sel-xai-zei,xai,2,4
5238,jecyselxaizei,jec-sel-xai-zei,zei,3,4
5239,jefydei,jef-dei,jef,0,2
5240,jefydei,jef-dei,dei,1,2
5241,jefyfa'o,jef-fa'o,jef,0,2
5242,jefyfa'o,jef-fa'o,fa'o,1,2
5243,jegycrida,jeg-crida,jeg,0,2
5244,jegycrida,jeg-crida,crida,1,2
5245,jeimla,jei-mla,jei,0,2
5246,jeimla,jei-mla,mla,1,2
5247,jelcko,jel-cko,jel,0,2
5248,jelcko,jel-cko,cko,1,2
5249,jelgau,jel-gau,jel,0,2
5250,jelgau,jel-gau,gau,1,2
5251,jelgauca'a,jel-gau-ca'a,jel,0,3
5252,jelgauca'a,jel-gau-ca'a,gau,1,3
5253,jelgauca'a,jel-gau-ca'a,ca'a,2,3
5254,jelka'e,jel-ka'e,jel,0,2
5255,jelka'e,jel-ka'e,ka'e,1,2
5256,jelpre,jel-pre,jel,0,2
5257,jelpre,jel-pre,pre,1,2
5258,jelri'a,jel-ri'a,jel,0,2
5259,jelri'a,jel-ri'a,ri'a,1,2
5260,jelspo,jel-spo,jel,0,2
5261,jelspo,jel-spo,spo,1,2
5262,jempulji,jem-pulji,jem,0,2
5263,jempulji,jem-pulji,pulji,1,2
5264,jerle'i,jer-le'i,jer,0,2
5265,jerle'i,jer-le'i,le'i,1,2
5266,jernyfri,jern-fri,jern,0,2
5267,jernyfri,jern-fri,fri,1,2
5268,jestu'u,jes-tu'u,jes,0,2
5269,jestu'u,jes-tu'u,tu'u,1,2
5270,jesymabru,jes-mabru,jes,0,2
5271,jesymabru,jes-mabru,mabru,1,2
5272,jetfa'i,jet-fa'i,jet,0,2
5273,jetfa'i,jet-fa'i,fa'i,1,2
5274,jetlai,jet-lai,jet,0,2
5275,jetlai,jet-lai,lai,1,2
5276,jetybi'o,jet-bi'o,jet,0,2
5277,jetybi'o,jet-bi'o,bi'o,1,2
5278,jetycipra,jet-cipra,jet,0,2
5279,jetycipra,jet-cipra,cipra,1,2
5280,jetydu'u,jet-du'u,jet,0,2
5281,jetydu'u,jet-du'u,du'u,1,2
5282,jetyjitfa,jet-jitfa,jet,0,2
5283,jetyjitfa,jet-jitfa,jitfa,1,2
5284,jetyju'o,jet-ju'o,jet,0,2
5285,jetyju'o,jet-ju'o,ju'o,1,2
5286,jezbroda,jez-broda,jez,0,2
5287,jezbroda,jez-broda,broda,1,2
5288,ja'urjukni,ja'u-jukni,ja'u,0,2
5289,ja'urjukni,ja'u-jukni,jukni,1,2
5290,jgarau,jga-rau,jga,0,2
5291,jgarau,jga-rau,rau,1,2
5292,jgegau,jge-gau,jge,0,2
5293,jgegau,jge-gau,gau,1,2
5294,jgela'a,jge-la'a,jge,0,2
5295,jgela'a,jge-la'a,la'a,1,2
5296,jgezu'e,jge-zu'e,jge,0,2
5297,jgezu'e,jge-zu'e,zu'e,1,2
5298,jgicki,jgi-cki,jgi,0,2
5299,jgicki,jgi-cki,cki,1,2
5300,jgicurnu,jgi-curnu,jgi,0,2
5301,jgicurnu,jgi-curnu,curnu,1,2
5302,jgiski,jgi-ski,jgi,0,2
5303,jgiski,jgi-ski,ski,1,2
5304,ji'ecla,ji'e-cla,ji'e,0,2
5305,ji'ecla,ji'e-cla,cla,1,2
5306,ji'efri,ji'e-fri,ji'e,0,2
5307,ji'efri,ji'e-fri,fri,1,2
5308,ji'epru,ji'e-pru,ji'e,0,2
5309,ji'epru,ji'e-pru,pru,1,2
5310,ji'eske,ji'e-ske,ji'e,0,2
5311,ji'eske,ji'e-ske,ske,1,2
5312,ji'esti,ji'e-sti,ji'e,0,2
5313,ji'esti,ji'e-sti,sti,1,2
5314,ji'isku,ji'i-sku,ji'i,0,2
5315,ji'isku,ji'i-sku,sku,1,2
5316,jibgu'a,jib-gu'a,jib,0,2
5317,jibgu'a,jib-gu'a,gu'a,1,2
5318,jibja'a,jib-ja'a,jib,0,2
5319,jibja'a,jib-ja'a,ja'a,1,2
5320,jibysisku,jib-sisku,jib,0,2
5321,jibysisku,jib-sisku,sisku,1,2
5322,jibysti,jib-sti,jib,0,2
5323,jibysti,jib-sti,sti,1,2
5324,jibystigau,jib-sti-gau,jib,0,3
5325,jibystigau,jib-sti-gau,sti,1,3
5326,jibystigau,jib-sti-gau,gau,2,3
5327,jibytei,jib-tei,jib,0,2
5328,jibytei,jib-tei,tei,1,2
5329,jiclygau,jicl-gau,jicl,0,2
5330,jiclygau,jicl-gau,gau,1,2
5331,jiclyzu'e,jicl-zu'e,jicl,0,2
5332,jiclyzu'e,jicl-zu'e,zu'e,1,2
5333,jifcipra,jif-cipra,jif,0,2
5334,jifcipra,jif-cipra,cipra,1,2
5335,jifru'a,jif-ru'a,jif,0,2
5336,jifru'a,jif-ru'a,ru'a,1,2
5337,jifselkri,jif-sel-kri,jif,0,3
5338,jifselkri,jif-sel-kri,sel,1,3
5339,jifselkri,jif-sel-kri,kri,2,3
5340,jiftigni,jif-tigni,jif,0,2
5341,jiftigni,jif-tigni,tigni,1,2
5342,jifybri,jif-bri,jif,0,2
5343,jifybri,jif-bri,bri,1,2
5344,jifydu'u,jif-du'u,jif,0,2
5345,jifydu'u,jif-du'u,du'u,1,2
5346,jifyjavje'u,jif-jav-je'u,jif,0,3
5347,jifyjavje'u,jif-jav-je'u,jav,1,3
5348,jifyjavje'u,jif-jav-je'u,je'u,2,3
5349,jifyje'u,jif-je'u,jif,0,2
5350,jifyje'u,jif-je'u,je'u,1,2
5351,jifyju'o,jif-ju'o,jif,0,2
5352,jifyju'o,jif-ju'o,ju'o,1,2
5353,jigykei,jig-kei,jig,0,2
5354,jigykei,jig-kei,kei,1,2
5355,jijvi'a,jij-vi'a,jij,0,2
5356,jijvi'a,jij-vi'a,vi'a,1,2
5357,jikce'u,jik-ce'u,jik,0,2
5358,jikce'u,jik-ce'u,ce'u,1,2
5359,jikcro,jik-cro,jik,0,2
5360,jikcro,jik-cro,cro,1,2
5361,jikfanza,jik-fanza,jik,0,2
5362,jikfanza,jik-fanza,fanza,1,2
5363,jikfau,jik-fau,jik,0,2
5364,jikfau,jik-fau,fau,1,2
5365,jikfazgau,jik-faz-gau,jik,0,3
5366,jikfazgau,jik-faz-gau,faz,1,3
5367,jikfazgau,jik-faz-gau,gau,2,3
5368,jikri'i,jik-ri'i,jik,0,2
5369,jikri'i,jik-ri'i,ri'i,1,2
5370,jikri'ipro,jik-ri'i-pro,jik,0,3
5371,jikri'ipro,jik-ri'i-pro,ri'i,1,3
5372,jikri'ipro,jik-ri'i-pro,pro,2,3
5373,jikrypinxe,jikr-pinxe,jikr,0,2
5374,jikrypinxe,jikr-pinxe,pinxe,1,2
5375,jikryxre,jikr-xre,jikr,0,2
5376,jikryxre,jikr-xre,xre,1,2
5377,jiktadji,jik-tadji,jik,0,2
5378,jiktadji,jik-tadji,tadji,1,2
5379,jiktamne,jik-tamne,jik,0,2
5380,jiktamne,jik-tamne,tamne,1,2
5381,jiktepmli,jik-tep-mli,jik,0,3
5382,jiktepmli,jik-tep-mli,tep,1,3
5383,jiktepmli,jik-tep-mli,mli,2,3
5384,jiktra,jik-tra,jik,0,2
5385,jiktra,jik-tra,tra,1,2
5386,jikydu'i,jik-du'i,jik,0,2
5387,jikydu'i,jik-du'i,du'i,1,2
5388,jikydunsi'u,jik-dun-si'u,jik,0,3
5389,jikydunsi'u,jik-dun-si'u,dun,1,3
5390,jikydunsi'u,jik-dun-si'u,si'u,2,3
5391,jikygri,jik-gri,jik,0,2
5392,jikygri,jik-gri,gri,1,2
5393,jikykei,jik-kei,jik,0,2
5394,jikykei,jik-kei,kei,1,2
5395,jimcai,jim-cai,jim,0,2
5396,jimcai,jim-cai,cai,1,2
5397,jimda'izbe,jim-da'i-zbe,jim,0,3
5398,jimda'izbe,jim-da'i-zbe,da'i,1,3
5399,jimda'izbe,jim-da'i-zbe,zbe,2,3
5400,jimdaxsna,jim-dax-sna,jim,0,3
5401,jimdaxsna,jim-dax-sna,dax,1,3
5402,jimdaxsna,jim-dax-sna,sna,2,3
5403,jimfri,jim-fri,jim,0,2
5404,jimfri,jim-fri,fri,1,2
5405,jimsko,jim-sko,jim,0,2
5406,jimsko,jim-sko,sko,1,2
5407,jimsmi,jim-smi,jim,0,2
5408,jimsmi,jim-smi,smi,1,2
5409,jimto'a,jim-to'a,jim,0,2
5410,jimto'a,jim-to'a,to'a,1,2
5411,jincla,jin-cla,jin,0,2
5412,jincla,jin-cla,cla,1,2
5413,jingle,jin-gle,jin,0,2
5414,jingle,jin-gle,gle,1,2
5415,jingri,jin-gri,jin,0,2
5416,jingri,jin-gri,gri,1,2
5417,jinsru,jin-sru,jin,0,2
5418,jinsru,jin-sru,sru,1,2
5419,jintydi'u,jint-di'u,jint,0,2
5420,jintydi'u,jint-di'u,di'u,1,2
5421,jipcyfetso'a,jipc-fet-so'a,jipc,0,3
5422,jipcyfetso'a,jipc-fet-so'a,fet,1,3
5423,jipcyfetso'a,jipc-fet-so'a,so'a,2,3
5424,jipcyso'a,jipc-so'a,jipc,0,2
5425,jipcyso'a,jipc-so'a,so'a,1,2
5426,jipfau,jip-fau,jip,0,2
5427,jipfau,jip-fau,fau,1,2
5428,jipso'a,jip-so'a,jip,0,2
5429,jipso'a,jip-so'a,so'a,1,2
5430,jiptse,jip-tse,jip,0,2
5431,jiptse,jip-tse,tse,1,2
5432,jirgau,jir-gau,jir,0,2
5433,jirgau,jir-gau,gau,1,2
5434,jirnyramxi'a,jirn-ram-xi'a,jirn,0,3
5435,jirnyramxi'a,jirn-ram-xi'a,ram,1,3
5436,jirnyramxi'a,jirn-ram-xi'a,xi'a,2,3
5437,jiryri'a,jir-ri'a,jir,0,2
5438,jiryri'a,jir-ri'a,ri'a,1,2
5439,jislunra,jis-lunra,jis,0,2
5440,jislunra,jis-lunra,lunra,1,2
5441,jisybi'o,jis-bi'o,jis,0,2
5442,jisybi'o,jis-bi'o,bi'o,1,2
5443,jisygau,jis-gau,jis,0,2
5444,jisygau,jis-gau,gau,1,2
5445,jisysa'e,jis-sa'e,jis,0,2
5446,jisysa'e,jis-sa'e,sa'e,1,2
5447,jitcau,jit-cau,jit,0,2
5448,jitcau,jit-cau,cau,1,2
5449,jitri'u,jit-ri'u,jit,0,2
5450,jitri'u,jit-ri'u,ri'u,1,2
5451,jitygau,jit-gau,jit,0,2
5452,jitygau,jit-gau,gau,1,2
5453,jityzu'e,jit-zu'e,jit,0,2
5454,jityzu'e,jit-zu'e,zu'e,1,2
5455,jivne'u,jiv-ne'u,jiv,0,2
5456,jivne'u,jiv-ne'u,ne'u,1,2
5457,jivrei,jiv-rei,jiv,0,2
5458,jivrei,jiv-rei,rei,1,2
5459,ji'icni,ji'i-cni,ji'i,0,2
5460,ji'icni,ji'i-cni,cni,1,2
5461,jizbri,jiz-bri,jiz,0,2
5462,jizbri,jiz-bri,bri,1,2
5463,jizmamta,jiz-mamta,jiz,0,2
5464,jizmamta,jiz-mamta,mamta,1,2
5465,jizyjerna,jiz-jerna,jiz,0,2
5466,jizyjerna,jiz-jerna,jerna,1,2
5467,jizyselzi'e,jiz-sel-zi'e,jiz,0,3
5468,jizyselzi'e,jiz-sel-zi'e,sel,1,3
5469,jizyselzi'e,jiz-sel-zi'e,zi'e,2,3
5470,jmaboi,jma-boi,jma,0,2
5471,jmaboi,jma-boi,boi,1,2
5472,jmaboikei,jma-boi-kei,jma,0,3
5473,jmaboikei,jma-boi-kei,boi,1,3
5474,jmaboikei,jma-boi-kei,kei,2,3
5475,jmada'i,jma-da'i,jma,0,2
5476,jmada'i,jma-da'i,da'i,1,2
5477,jmadegji,jma-degji,jma,0,2
5478,jmadegji,jma-degji,degji,1,2
5479,jmagutci,jma-gutci,jma,0,2
5480,jmagutci,jma-gutci,gutci,1,2
5481,jmatajycalku,jma-taj-calku,jma,0,3
5482,jmatajycalku,jma-taj-calku,taj,1,3
5483,jmatajycalku,jma-taj-calku,calku,2,3
5484,jmatamji,jma-tamji,jma,0,2
5485,jmatamji,jma-tamji,tamji,1,2
5486,jmati'e,jma-ti'e,jma,0,2
5487,jmati'e,jma-ti'e,ti'e,1,2
5488,jmatu'e,jma-tu'e,jma,0,2
5489,jmatu'e,jma-tu'e,tu'e,1,2
5490,jmeboi,jme-boi,jme,0,2
5491,jmeboi,jme-boi,boi,1,2
5492,jmecpi,jme-cpi,jme,0,2
5493,jmecpi,jme-cpi,cpi,1,2
5494,jmepi'a,jme-pi'a,jme,0,2
5495,jmepi'a,jme-pi'a,pi'a,1,2
5496,jmibi'o,jmi-bi'o,jmi,0,2
5497,jmibi'o,jmi-bi'o,bi'o,1,2
5498,jmicko,jmi-cko,jmi,0,2
5499,jmicko,jmi-cko,cko,1,2
5500,jmidu'a,jmi-du'a,jmi,0,2
5501,jmidu'a,jmi-du'a,du'a,1,2
5502,jmifri,jmi-fri,jmi,0,2
5503,jmifri,jmi-fri,fri,1,2
5504,jmigau,jmi-gau,jmi,0,2
5505,jmigau,jmi-gau,gau,1,2
5506,jmikli,jmi-kli,jmi,0,2
5507,jmikli,jmi-kli,kli,1,2
5508,jmimau,jmi-mau,jmi,0,2
5509,jmimau,jmi-mau,mau,1,2
5510,jmiri'a,jmi-ri'a,jmi,0,2
5511,jmiri'a,jmi-ri'a,ri'a,1,2
5512,jmisampu,jmi-sampu,jmi,0,2
5513,jmisampu,jmi-sampu,sampu,1,2
5514,jmisi'u,jmi-si'u,jmi,0,2
5515,jmisi'u,jmi-si'u,si'u,1,2
5516,jo'etci,jo'e-tci,jo'e,0,2
5517,jo'etci,jo'e-tci,tci,1,2
5518,joidre,joi-dre,joi,0,2
5519,joidre,joi-dre,dre,1,2
5520,jongau,jon-gau,jon,0,2
5521,jongau,jon-gau,gau,1,2
5522,jonja'e,jon-ja'e,jon,0,2
5523,jonja'e,jon-ja'e,ja'e,1,2
5524,jonpoi,jon-poi,jon,0,2
5525,jonpoi,jon-poi,poi,1,2
5526,jonsi'u,jon-si'u,jon,0,2
5527,jonsi'u,jon-si'u,si'u,1,2
5528,jonvelyla'a,jon-vel-la'a,jon,0,3
5529,jonvelyla'a,jon-vel-la'a,vel,1,3
5530,jonvelyla'a,jon-vel-la'a,la'a,2,3
5531,jonvla,jon-vla,jon,0,2
5532,jonvla,jon-vla,vla,1,2
5533,ju'agri,ju'a-gri,ju'a,0,2
5534,ju'agri,ju'a-gri,gri,1,2
5535,ju'ertai,ju'e-tai,ju'e,0,2
5536,ju'ertai,ju'e-tai,tai,1,2
5537,ju'icta,ju'i-cta,ju'i,0,2
5538,ju'icta,ju'i-cta,cta,1,2
5539,ju'itce,ju'i-tce,ju'i,0,2
5540,ju'itce,ju'i-tce,tce,1,2
5541,judgau,jud-gau,jud,0,2
5542,judgau,jud-gau,gau,1,2
5543,judri'a,jud-ri'a,jud,0,2
5544,judri'a,jud-ri'a,ri'a,1,2
5545,judysanji,jud-sanji,jud,0,2
5546,judysanji,jud-sanji,sanji,1,2
5547,ju'itra,ju'i-tra,ju'i,0,2
5548,ju'itra,ju'i-tra,tra,1,2
5549,judytirna,jud-tirna,jud,0,2
5550,judytirna,jud-tirna,tirna,1,2
5551,judzga,jud-zga,jud,0,2
5552,judzga,jud-zga,zga,1,2
5553,jufpau,juf-pau,juf,0,2
5554,jufpau,juf-pau,pau,1,2
5555,jufspi,juf-spi,juf,0,2
5556,jufspi,juf-spi,spi,1,2
5557,jufsu'a,juf-su'a,juf,0,2
5558,jufsu'a,juf-su'a,su'a,1,2
5559,jufyge'a,juf-ge'a,juf,0,2
5560,jufyge'a,juf-ge'a,ge'a,1,2
5561,jufygunma,juf-gunma,juf,0,2
5562,jufygunma,juf-gunma,gunma,1,2
5563,jugbau,jug-bau,jug,0,2
5564,jugbau,jug-bau,bau,1,2
5565,jugygu'e,jug-gu'e,jug,0,2
5566,jugygu'e,jug-gu'e,gu'e,1,2
5567,jugyklu,jug-klu,jug,0,2
5568,jugyklu,jug-klu,klu,1,2
5569,jugypre,jug-pre,jug,0,2
5570,jugypre,jug-pre,pre,1,2
5571,jugyseltadni,jug-sel-tadni,jug,0,3
5572,jugyseltadni,jug-sel-tadni,sel,1,3
5573,jugyseltadni,jug-sel-tadni,tadni,2,3
5574,jugytru,jug-tru,jug,0,2
5575,jugytru,jug-tru,tru,1,2
5576,jukcpi,juk-cpi,juk,0,2
5577,jukcpi,juk-cpi,cpi,1,2
5578,jukfi'i,juk-fi'i,juk,0,2
5579,jukfi'i,juk-fi'i,fi'i,1,2
5580,jukte'abi'a,juk-te'a-bi'a,juk,0,3
5581,jukte'abi'a,juk-te'a-bi'a,te'a,1,3
5582,jukte'abi'a,juk-te'a-bi'a,bi'a,2,3
5583,jukydu'i,juk-du'i,juk,0,2
5584,jukydu'i,juk-du'i,du'i,1,2
5585,juljanbe,jul-janbe,jul,0,2
5586,juljanbe,jul-janbe,janbe,1,2
5587,julra'o,jul-ra'o,jul,0,2
5588,julra'o,jul-ra'o,ra'o,1,2
5589,jultarci,jul-tarci,jul,0,2
5590,jultarci,jul-tarci,tarci,1,2
5591,jumbandu,jum-bandu,jum,0,2
5592,jumbandu,jum-bandu,bandu,1,2
5593,jumcatrytoknu,jum-catr-toknu,jum,0,3
5594,jumcatrytoknu,jum-catr-toknu,catr,1,3
5595,jumcatrytoknu,jum-catr-toknu,toknu,2,3
5596,junbe'i,jun-be'i,jun,0,2
5597,junbe'i,jun-be'i,be'i,1,2
5598,junci'a,jun-ci'a,jun,0,2
5599,junci'a,jun-ci'a,ci'a,1,2
5600,juncte,jun-cte,jun,0,2
5601,juncte,jun-cte,cte,1,2
5602,jungau,jun-gau,jun,0,2
5603,jungau,jun-gau,gau,1,2
5604,junmau,jun-mau,jun,0,2
5605,junmau,jun-mau,mau,1,2
5606,junple,jun-ple,jun,0,2
5607,junple,jun-ple,ple,1,2
5608,junri'a,jun-ri'a,jun,0,2
5609,junri'a,jun-ri'a,ri'a,1,2
5610,junske,jun-ske,jun,0,2
5611,junske,jun-ske,ske,1,2
5612,juntytri,junt-tri,junt,0,2
5613,juntytri,junt-tri,tri,1,2
5614,junydji,jun-dji,jun,0,2
5615,junydji,jun-dji,dji,1,2
5616,jupfi'i,jup-fi'i,jup,0,2
5617,jupfi'i,jup-fi'i,fi'i,1,2
5618,jupku'a,jup-ku'a,jup,0,2
5619,jupku'a,jup-ku'a,ku'a,1,2
5620,juptci,jup-tci,jup,0,2
5621,juptci,jup-tci,tci,1,2
5622,jupyvau,jup-vau,jup,0,2
5623,jupyvau,jup-vau,vau,1,2
5624,jupyzba,jup-zba,jup,0,2
5625,jupyzba,jup-zba,zba,1,2
5626,jurdri,jur-dri,jur,0,2
5627,jurdri,jur-dri,dri,1,2
5628,jurja'o,jur-ja'o,jur,0,2
5629,jurja'o,jur-ja'o,ja'o,1,2
5630,juryri'a,jur-ri'a,jur,0,2
5631,juryri'a,jur-ri'a,ri'a,1,2
5632,jutcmi,jut-cmi,jut,0,2
5633,jutcmi,jut-cmi,cmi,1,2
5634,jutste,jut-ste,jut,0,2
5635,jutste,jut-ste,ste,1,2
5636,jvajvo,jva-jvo,jva,0,2
5637,jvajvo,jva-jvo,jvo,1,2
5638,jvige'u,jvi-ge'u,jvi,0,2
5639,jvige'u,jvi-ge'u,ge'u,1,2
5640,jvikei,jvi-kei,jvi,0,2
5641,jvikei,jvi-kei,kei,1,2
5642,jvine'u,jvi-ne'u,jvi,0,2
5643,jvine'u,jvi-ne'u,ne'u,1,2
5644,jvipai,jvi-pai,jvi,0,2
5645,jvipai,jvi-pai,pai,1,2
5646,jvixi'a,jvi-xi'a,jvi,0,2
5647,jvixi'a,jvi-xi'a,xi'a,1,2
5648,jvocku,jvo-cku,jvo,0,2
5649,jvocku,jvo-cku,cku,1,2
5650,jvodatni,jvo-datni,jvo,0,2
5651,jvodatni,jvo-datni,datni,1,2
5652,jvofriti,jvo-friti,jvo,0,2
5653,jvofriti,jvo-friti,friti,1,2
5654,jvojva,jvo-jva,jvo,0,2
5655,jvojva,jvo-jva,jva,1,2
5656,jvojvi,jvo-jvi,jvo,0,2
5657,jvojvi,jvo-jvi,jvi,1,2
5658,jvoka'a,jvo-ka'a,jvo,0,2
5659,jvoka'a,jvo-ka'a,ka'a,1,2
5660,jvopre,jvo-pre,jvo,0,2
5661,jvopre,jvo-pre,pre,1,2
5662,jvoskiro'a,jvo-ski-ro'a,jvo,0,3
5663,jvoskiro'a,jvo-ski-ro'a,ski,1,3
5664,jvoskiro'a,jvo-ski-ro'a,ro'a,2,3
5665,jvoste,jvo-ste,jvo,0,2
5666,jvoste,jvo-ste,ste,1,2
5667,jvoterbri,jvo-ter-bri,jvo,0,3
5668,jvoterbri,jvo-ter-bri,ter,1,3
5669,jvoterbri,jvo-ter-bri,bri,2,3
5670,jvotertau,jvo-ter-tau,jvo,0,3
5671,jvotertau,jvo-ter-tau,ter,1,3
5672,jvotertau,jvo-ter-tau,tau,2,3
5673,jvozba,jvo-zba,jvo,0,2
5674,jvozba,jvo-zba,zba,1,2
5675,jvozbapre,jvo-zba-pre,jvo,0,3
5676,jvozbapre,jvo-zba-pre,zba,1,3
5677,jvozbapre,jvo-zba-pre,pre,2,3
5678,ka'amru,ka'a-mru,ka'a,0,2
5679,ka'amru,ka'a-mru,mru,1,2
5680,ka'anri'a,ka'a-ri'a,ka'a,0,2
5681,ka'anri'a,ka'a-ri'a,ri'a,1,2
5682,ka'arbatci,ka'a-batci,ka'a,0,2
5683,ka'arbatci,ka'a-batci,batci,1,2
5684,ka'argau,ka'a-gau,ka'a,0,2
5685,ka'argau,ka'a-gau,gau,1,2
5686,ka'arkakpa,ka'a-kakpa,ka'a,0,2
5687,ka'arkakpa,ka'a-kakpa,kakpa,1,2
5688,ka'arkomcu,ka'a-komcu,ka'a,0,2
5689,ka'arkomcu,ka'a-komcu,komcu,1,2
5690,ka'armikce,ka'a-mikce,ka'a,0,2
5691,ka'armikce,ka'a-mikce,mikce,1,2
5692,ka'arvi'u,ka'a-vi'u,ka'a,0,2
5693,ka'arvi'u,ka'a-vi'u,vi'u,1,2
5694,ka'arzu'e,ka'a-zu'e,ka'a,0,2
5695,ka'arzu'e,ka'a-zu'e,zu'e,1,2
5696,ka'ergau,ka'e-gau,ka'e,0,2
5697,ka'ergau,ka'e-gau,gau,1,2
5698,ka'erkai,ka'e-kai,ka'e,0,2
5699,ka'erkai,ka'e-kai,kai,1,2
5700,ka'erta'a,ka'e-ta'a,ka'e,0,2
5701,ka'erta'a,ka'e-ta'a,ta'a,1,2
5702,ka'inru'i,ka'i-ru'i,ka'i,0,2
5703,ka'inru'i,ka'i-ru'i,ru'i,1,2
5704,ka'ircu'a,ka'i-cu'a,ka'i,0,2
5705,ka'ircu'a,ka'i-cu'a,cu'a,1,2
5706,ka'irmupli,ka'i-mupli,ka'i,0,2
5707,ka'irmupli,ka'i-mupli,mupli,1,2
5708,ka'irpulji,ka'i-pulji,ka'i,0,2
5709,ka'irpulji,ka'i-pulji,pulji,1,2
5710,ka'itru,ka'i-tru,ka'i,0,2
5711,ka'itru,ka'i-tru,tru,1,2
5712,ka'orbi'o,ka'o-bi'o,ka'o,0,2
5713,ka'orbi'o,ka'o-bi'o,bi'o,1,2
5714,ka'unratki'i,ka'u-rat-ki'i,ka'u,0,3
5715,ka'unratki'i,ka'u-rat-ki'i,rat,1,3
5716,ka'unratki'i,ka'u-rat-ki'i,ki'i,2,3
5717,ka'unratki'ito'i,ka'u-rat-ki'i-to'i,ka'u,0,4
5718,ka'unratki'ito'i,ka'u-rat-ki'i-to'i,rat,1,4
5719,ka'unratki'ito'i,ka'u-rat-ki'i-to'i,ki'i,2,4
5720,ka'unratki'ito'i,ka'u-rat-ki'i-to'i,to'i,3,4
5721,ka'urbi'o,ka'u-bi'o,ka'u,0,2
5722,ka'urbi'o,ka'u-bi'o,bi'o,1,2
5723,ka'urdi'i,ka'u-di'i,ka'u,0,2
5724,ka'urdi'i,ka'u-di'i,di'i,1,2
5725,ka'urdi'inai,ka'u-di'i-nai,ka'u,0,3
5726,ka'urdi'inai,ka'u-di'i-nai,di'i,1,3
5727,ka'urdi'inai,ka'u-di'i-nai,nai,2,3
5728,ka'urku'e,ka'u-ku'e,ka'u,0,2
5729,ka'urku'e,ka'u-ku'e,ku'e,1,2
5730,ka'urvitci,ka'u-vitci,ka'u,0,2
5731,ka'urvitci,ka'u-vitci,vitci,1,2
5732,kabryca'u,kabr-ca'u,kabr,0,2
5733,kabryca'u,kabr-ca'u,ca'u,1,2
5734,kabrydekpu,kabr-dekpu,kabr,0,2
5735,kabrydekpu,kabr-dekpu,dekpu,1,2
5736,kabrylai,kabr-lai,kabr,0,2
5737,kabrylai,kabr-lai,lai,1,2
5738,kabryselmre,kabr-sel-mre,kabr,0,3
5739,kabryselmre,kabr-sel-mre,sel,1,3
5740,kabryselmre,kabr-sel-mre,mre,2,3
5741,kabryselylai,kabr-sel-lai,kabr,0,3
5742,kabryselylai,kabr-sel-lai,sel,1,3
5743,kabryselylai,kabr-sel-lai,lai,2,3
5744,kabybau,kab-bau,kab,0,2
5745,kabybau,kab-bau,bau,1,2
5746,karcykla,karc-kla,karc,0,2
5747,karcykla,karc-kla,kla,1,2
5748,karcyli'u,karc-li'u,karc,0,2
5749,karcyli'u,karc-li'u,li'u,1,2
5750,karcymu'u,karc-mu'u,karc,0,2
5751,karcymu'u,karc-mu'u,mu'u,1,2
5752,kacmyterxra,kacm-ter-xra,kacm,0,3
5753,kacmyterxra,kacm-ter-xra,ter,1,3
5754,kacmyterxra,kacm-ter-xra,xra,2,3
5755,kacmyxra,kacm-xra,kacm,0,2
5756,kacmyxra,kacm-xra,xra,1,2
5757,kacmyxragau,kacm-xra-gau,kacm,0,3
5758,kacmyxragau,kacm-xra-gau,xra,1,3
5759,kacmyxragau,kacm-xra-gau,gau,2,3
5760,kacmyxrazu'e,kacm-xra-zu'e,kacm,0,3
5761,kacmyxrazu'e,kacm-xra-zu'e,xra,1,3
5762,kacmyxrazu'e,kacm-xra-zu'e,zu'e,2,3
5763,kacne'i,kac-ne'i,kac,0,2
5764,kacne'i,kac-ne'i,ne'i,1,2
5765,karcylu'a,karc-lu'a,karc,0,2
5766,karcylu'a,karc-lu'a,lu'a,1,2
5767,kacpoi,kac-poi,kac,0,2
5768,kacpoi,kac-poi,poi,1,2
5769,kactro,kac-tro,kac,0,2
5770,kactro,kac-tro,tro,1,2
5771,kacyzda,kac-zda,kac,0,2
5772,kacyzda,kac-zda,zda,1,2
5773,kadjavblabi,kad-jav-blabi,kad,0,3
5774,kadjavblabi,kad-jav-blabi,jav,1,3
5775,kadjavblabi,kad-jav-blabi,blabi,2,3
5776,kadnyru'u,kadn-ru'u,kadn,0,2
5777,kadnyru'u,kadn-ru'u,ru'u,1,2
5778,kadyto'a,kad-to'a,kad,0,2
5779,kadyto'a,kad-to'a,to'a,1,2
5780,kafca'a,kaf-ca'a,kaf,0,2
5781,kafca'a,kaf-ca'a,ca'a,1,2
5782,kafcai,kaf-cai,kaf,0,2
5783,kafcai,kaf-cai,cai,1,2
5784,kafkyselsa'a,kafk-sel-sa'a,kafk,0,3
5785,kafkyselsa'a,kafk-sel-sa'a,sel,1,3
5786,kafkyselsa'a,kafk-sel-sa'a,sa'a,2,3
5787,kafkytrofli,kafk-tro-fli,kafk,0,3
5788,kafkytrofli,kafk-tro-fli,tro,1,3
5789,kafkytrofli,kafk-tro-fli,fli,2,3
